departamento;provincia;ubigeo;tecnologia_consultada;empresa;tecnologia_operador;info_de_cobertura;area_total_cubierta;area_garantizada;area_adicional;area_total_cubierta_global;area_total_garantizada_global;distrito
La Libertad;Otuzco;130613;4g;claro;4g;"{""area_garant"": 14.1263, ""area_adicio"": 39.1104}";455.0433;14.1263;39.1104;74.246160584861;23.303382132363;Sinsicap
La Libertad;Otuzco;130613;4g;entel;4g;"{""area_garant"": 3.8009, ""area_adicio"": 74.2352}";455.0433;3.8009;74.2352;74.246160584861;23.303382132363;Sinsicap
La Libertad;Otuzco;130613;4g;movistar;4g;"{""area_garant"": 1.1054, ""area_adicio"": 26.1612}";455.0433;1.1054;26.1612;74.246160584861;23.303382132363;Sinsicap
La Libertad;Otuzco;130613;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";455.0433;0;0;0;0;Sinsicap
La Libertad;Otuzco;130613;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";455.0433;0;0;0;0;Sinsicap
La Libertad;Otuzco;130613;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";455.0433;0;0;0;0;Sinsicap
La Libertad;Otuzco;130613;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";455.0433;0;0;0;0;Sinsicap
La Libertad;Otuzco;130614;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";468.1789;0;0;86.538964207549;38.408417615691;Usquil
La Libertad;Otuzco;130614;2g;claro;2g;"{""area_garant"": 8.4607, ""area_adicio"": 37.3337}";468.1789;8.4607;37.3337;86.538964207549;38.408417615691;Usquil
La Libertad;Otuzco;130614;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";468.1789;0;0;86.538964207549;38.408417615691;Usquil
La Libertad;Otuzco;130614;2g;movistar;2g;"{""area_garant"": 36.6644, ""area_adicio"": 84.8094}";468.1789;36.6644;84.8094;86.538964207549;38.408417615691;Usquil
La Libertad;Otuzco;130614;3g;bitel;3g;"{""area_garant"": 25.3647, ""area_adicio"": 42.2529}";468.1789;25.3647;42.2529;60.516575637578;26.909641825095;Usquil
La Libertad;Otuzco;130614;3g;claro;3g;"{""area_garant"": 0.0383, ""area_adicio"": 33.3785}";468.1789;0.0383;33.3785;60.516575637578;26.909641825095;Usquil
La Libertad;Otuzco;130614;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 26.4388}";468.1789;0;26.4388;60.516575637578;26.909641825095;Usquil
La Libertad;Otuzco;130614;3g;movistar;3g;"{""area_garant"": 2.0434, ""area_adicio"": 18.683}";468.1789;2.0434;18.683;60.516575637578;26.909641825095;Usquil
La Libertad;Otuzco;130614;4g;bitel;4g;"{""area_garant"": 8.2459, ""area_adicio"": 33.9408}";468.1789;8.2459;33.9408;77.658816725401;11.349106130019;Usquil
La Libertad;Otuzco;130614;4g;claro;4g;"{""area_garant"": 1.2886, ""area_adicio"": 27.0537}";468.1789;1.2886;27.0537;77.658816725401;11.349106130019;Usquil
La Libertad;Otuzco;130614;4g;entel;4g;"{""area_garant"": 1.4018, ""area_adicio"": 49.8218}";468.1789;1.4018;49.8218;77.658816725401;11.349106130019;Usquil
La Libertad;Otuzco;130614;4g;movistar;4g;"{""area_garant"": 0.9536, ""area_adicio"": 59.8722}";468.1789;0.9536;59.8722;77.658816725401;11.349106130019;Usquil
La Libertad;Otuzco;130614;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";468.1789;0;0;0;0;Usquil
La Libertad;Otuzco;130614;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";468.1789;0;0;0;0;Usquil
La Libertad;Otuzco;130614;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";468.1789;0;0;0;0;Usquil
La Libertad;Otuzco;130614;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";468.1789;0;0;0;0;Usquil
La Libertad;Pacasmayo;130701;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";686.193;0;0;99.402901990134;42.79958717469;San Pedro de Lloc
La Libertad;Pacasmayo;130701;2g;claro;2g;"{""area_garant"": 37.1208, ""area_adicio"": 93.651}";686.193;37.1208;93.651;99.402901990134;42.79958717469;San Pedro de Lloc
La Libertad;Pacasmayo;130701;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 99.3962}";686.193;0;99.3962;99.402901990134;42.79958717469;San Pedro de Lloc
La Libertad;Pacasmayo;130701;2g;movistar;2g;"{""area_garant"": 21.3877, ""area_adicio"": 80.4286}";686.193;21.3877;80.4286;99.402901990134;42.79958717469;San Pedro de Lloc
La Libertad;Pacasmayo;130701;3g;bitel;3g;"{""area_garant"": 59.6131, ""area_adicio"": 92.7137}";686.193;59.6131;92.7137;99.852849532233;92.833138101718;San Pedro de Lloc
La Libertad;Pacasmayo;130701;3g;claro;3g;"{""area_garant"": 34.2424, ""area_adicio"": 97.2304}";686.193;34.2424;97.2304;99.852849532233;92.833138101718;San Pedro de Lloc
La Libertad;Pacasmayo;130701;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 99.3956}";686.193;0;99.3956;99.852849532233;92.833138101718;San Pedro de Lloc
La Libertad;Pacasmayo;130701;3g;movistar;3g;"{""area_garant"": 79.5273, ""area_adicio"": 86.7395}";686.193;79.5273;86.7395;99.852849532233;92.833138101718;San Pedro de Lloc
La Libertad;Pacasmayo;130701;4g;bitel;4g;"{""area_garant"": 75.4381, ""area_adicio"": 98.7943}";686.193;75.4381;98.7943;99.939479151783;90.307215002551;San Pedro de Lloc
La Libertad;Pacasmayo;130701;4g;claro;4g;"{""area_garant"": 26.1443, ""area_adicio"": 83.9808}";686.193;26.1443;83.9808;99.939479151783;90.307215002551;San Pedro de Lloc
La Libertad;Pacasmayo;130701;4g;entel;4g;"{""area_garant"": 11.3421, ""area_adicio"": 95.6334}";686.193;11.3421;95.6334;99.939479151783;90.307215002551;San Pedro de Lloc
La Libertad;Pacasmayo;130701;4g;movistar;4g;"{""area_garant"": 77.371, ""area_adicio"": 86.0345}";686.193;77.371;86.0345;99.939479151783;90.307215002551;San Pedro de Lloc
La Libertad;Pacasmayo;130701;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";686.193;0;0;0;0;San Pedro de Lloc
La Libertad;Pacasmayo;130701;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";686.193;0;0;0;0;San Pedro de Lloc
La Libertad;Pacasmayo;130701;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";686.193;0;0;0;0;San Pedro de Lloc
La Libertad;Pacasmayo;130701;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";686.193;0;0;0;0;San Pedro de Lloc
La Libertad;Pacasmayo;130702;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";168.265;0;0;99.999033930035;66.542795982819;Guadalupe
La Libertad;Pacasmayo;130702;2g;claro;2g;"{""area_garant"": 41.2975, ""area_adicio"": 99.8953}";168.265;41.2975;99.8953;99.999033930035;66.542795982819;Guadalupe
La Libertad;Pacasmayo;130702;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 99.9914}";168.265;0;99.9914;99.999033930035;66.542795982819;Guadalupe
La Libertad;Pacasmayo;130702;2g;movistar;2g;"{""area_garant"": 54.2242, ""area_adicio"": 84.7618}";168.265;54.2242;84.7618;99.999033930035;66.542795982819;Guadalupe
La Libertad;Pacasmayo;130702;3g;bitel;3g;"{""area_garant"": 65.668, ""area_adicio"": 92.5028}";168.265;65.668;92.5028;99.996652431909;91.683573136033;Guadalupe
La Libertad;Pacasmayo;130702;3g;claro;3g;"{""area_garant"": 18.1572, ""area_adicio"": 98.5975}";168.265;18.1572;98.5975;99.996652431909;91.683573136033;Guadalupe
La Libertad;Pacasmayo;130702;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 99.9881}";168.265;0;99.9881;99.996652431909;91.683573136033;Guadalupe
La Libertad;Pacasmayo;130702;3g;movistar;3g;"{""area_garant"": 86.7343, ""area_adicio"": 90.7908}";168.265;86.7343;90.7908;99.996652431909;91.683573136033;Guadalupe
La Libertad;Pacasmayo;130702;4g;bitel;4g;"{""area_garant"": 83.0919, ""area_adicio"": 99.2456}";168.265;83.0919;99.2456;99.99999992055;96.825417039501;Guadalupe
La Libertad;Pacasmayo;130702;4g;claro;4g;"{""area_garant"": 15.4429, ""area_adicio"": 94.3839}";168.265;15.4429;94.3839;99.99999992055;96.825417039501;Guadalupe
La Libertad;Pacasmayo;130702;4g;entel;4g;"{""area_garant"": 5.7749, ""area_adicio"": 99.9987}";168.265;5.7749;99.9987;99.99999992055;96.825417039501;Guadalupe
La Libertad;Pacasmayo;130702;4g;movistar;4g;"{""area_garant"": 92.8326, ""area_adicio"": 99.6369}";168.265;92.8326;99.6369;99.99999992055;96.825417039501;Guadalupe
La Libertad;Pacasmayo;130702;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";168.265;0;0;0;0;Guadalupe
La Libertad;Pacasmayo;130702;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";168.265;0;0;0;0;Guadalupe
La Libertad;Pacasmayo;130702;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";168.265;0;0;0;0;Guadalupe
La Libertad;Pacasmayo;130702;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";168.265;0;0;0;0;Guadalupe
La Libertad;Pacasmayo;130703;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";48.9131;0;0;100;58.680547465328;Jequetepeque
La Libertad;Pacasmayo;130703;2g;claro;2g;"{""area_garant"": 36.1123, ""area_adicio"": 99.9249}";48.9131;36.1123;99.9249;100;58.680547465328;Jequetepeque
La Libertad;Pacasmayo;130703;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 100}";48.9131;0;100;100;58.680547465328;Jequetepeque
La Libertad;Pacasmayo;130703;2g;movistar;2g;"{""area_garant"": 58.0278, ""area_adicio"": 60.2117}";48.9131;58.0278;60.2117;100;58.680547465328;Jequetepeque
La Libertad;Pacasmayo;130703;3g;bitel;3g;"{""area_garant"": 77.2787, ""area_adicio"": 96.7103}";48.9131;77.2787;96.7103;100;84.973186537542;Jequetepeque
La Libertad;Pacasmayo;130703;3g;claro;3g;"{""area_garant"": 29.9314, ""area_adicio"": 98.3076}";48.9131;29.9314;98.3076;100;84.973186537542;Jequetepeque
La Libertad;Pacasmayo;130703;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 100}";48.9131;0;100;100;84.973186537542;Jequetepeque
La Libertad;Pacasmayo;130703;3g;movistar;3g;"{""area_garant"": 58.265, ""area_adicio"": 58.478}";48.9131;58.265;58.478;100;84.973186537542;Jequetepeque
La Libertad;Pacasmayo;130703;4g;bitel;4g;"{""area_garant"": 92.9628, ""area_adicio"": 99.9939}";48.9131;92.9628;99.9939;100;95.299294189383;Jequetepeque
La Libertad;Pacasmayo;130703;4g;claro;4g;"{""area_garant"": 22.13, ""area_adicio"": 96.4969}";48.9131;22.13;96.4969;100;95.299294189383;Jequetepeque
La Libertad;Pacasmayo;130703;4g;entel;4g;"{""area_garant"": 1.489, ""area_adicio"": 100}";48.9131;1.489;100;100;95.299294189383;Jequetepeque
La Libertad;Pacasmayo;130703;4g;movistar;4g;"{""area_garant"": 58.3701, ""area_adicio"": 63.12}";48.9131;58.3701;63.12;100;95.299294189383;Jequetepeque
La Libertad;Pacasmayo;130703;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";48.9131;0;0;0;0;Jequetepeque
La Libertad;Pacasmayo;130703;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";48.9131;0;0;0;0;Jequetepeque
La Libertad;Pacasmayo;130703;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";48.9131;0;0;0;0;Jequetepeque
La Libertad;Pacasmayo;130703;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";48.9131;0;0;0;0;Jequetepeque
La Libertad;Pacasmayo;130704;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";34.8658;0;0;100;82.936892644774;Pacasmayo
La Libertad;Pacasmayo;130704;2g;claro;2g;"{""area_garant"": 48.1228, ""area_adicio"": 99.9739}";34.8658;48.1228;99.9739;100;82.936892644774;Pacasmayo
La Libertad;Pacasmayo;130704;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 99.8574}";34.8658;0;99.8574;100;82.936892644774;Pacasmayo
La Libertad;Pacasmayo;130704;2g;movistar;2g;"{""area_garant"": 77.5356, ""area_adicio"": 89.9392}";34.8658;77.5356;89.9392;100;82.936892644774;Pacasmayo
La Libertad;Pacasmayo;130704;3g;bitel;3g;"{""area_garant"": 78.0533, ""area_adicio"": 99.8246}";34.8658;78.0533;99.8246;100;96.49093680721;Pacasmayo
La Libertad;Pacasmayo;130704;3g;claro;3g;"{""area_garant"": 29.9663, ""area_adicio"": 97.3801}";34.8658;29.9663;97.3801;100;96.49093680721;Pacasmayo
La Libertad;Pacasmayo;130704;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 99.8574}";34.8658;0;99.8574;100;96.49093680721;Pacasmayo
La Libertad;Pacasmayo;130704;3g;movistar;3g;"{""area_garant"": 84.3749, ""area_adicio"": 90.1263}";34.8658;84.3749;90.1263;100;96.49093680721;Pacasmayo
La Libertad;Pacasmayo;130704;4g;bitel;4g;"{""area_garant"": 81.9654, ""area_adicio"": 100}";34.8658;81.9654;100;100;97.496561711385;Pacasmayo
La Libertad;Pacasmayo;130704;4g;claro;4g;"{""area_garant"": 25.6936, ""area_adicio"": 82.2815}";34.8658;25.6936;82.2815;100;97.496561711385;Pacasmayo
La Libertad;Pacasmayo;130704;4g;entel;4g;"{""area_garant"": 2.5508, ""area_adicio"": 100}";34.8658;2.5508;100;100;97.496561711385;Pacasmayo
La Libertad;Pacasmayo;130704;4g;movistar;4g;"{""area_garant"": 85.4765, ""area_adicio"": 99.9068}";34.8658;85.4765;99.9068;100;97.496561711385;Pacasmayo
La Libertad;Pacasmayo;130704;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";34.8658;0;0;0;0;Pacasmayo
La Libertad;Pacasmayo;130704;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";34.8658;0;0;0;0;Pacasmayo
La Libertad;Pacasmayo;130704;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";34.8658;0;0;0;0;Pacasmayo
La Libertad;Pacasmayo;130704;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";34.8658;0;0;0;0;Pacasmayo
La Libertad;Pacasmayo;130705;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";179.1755;0;0;99.526160794979;62.817452108787;San José
La Libertad;Pacasmayo;130705;2g;claro;2g;"{""area_garant"": 49.617, ""area_adicio"": 94.6777}";179.1755;49.617;94.6777;99.526160794979;62.817452108787;San José
La Libertad;Pacasmayo;130705;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 98.5187}";179.1755;0;98.5187;99.526160794979;62.817452108787;San José
La Libertad;Pacasmayo;130705;2g;movistar;2g;"{""area_garant"": 55.0011, ""area_adicio"": 74.2063}";179.1755;55.0011;74.2063;99.526160794979;62.817452108787;San José
La Libertad;Pacasmayo;130705;3g;bitel;3g;"{""area_garant"": 83.9079, ""area_adicio"": 97.9759}";179.1755;83.9079;97.9759;99.643273598326;87.676744937238;San José
La Libertad;Pacasmayo;130705;3g;claro;3g;"{""area_garant"": 21.42, ""area_adicio"": 85.0157}";179.1755;21.42;85.0157;99.643273598326;87.676744937238;San José
La Libertad;Pacasmayo;130705;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 98.0488}";179.1755;0;98.0488;99.643273598326;87.676744937238;San José
La Libertad;Pacasmayo;130705;3g;movistar;3g;"{""area_garant"": 54.8718, ""area_adicio"": 61.8865}";179.1755;54.8718;61.8865;99.643273598326;87.676744937238;San José
La Libertad;Pacasmayo;130705;4g;bitel;4g;"{""area_garant"": 83.5153, ""area_adicio"": 99.528}";179.1755;83.5153;99.528;99.945005564854;84.274740267782;San José
La Libertad;Pacasmayo;130705;4g;claro;4g;"{""area_garant"": 23.1013, ""area_adicio"": 75.7402}";179.1755;23.1013;75.7402;99.945005564854;84.274740267782;San José
La Libertad;Pacasmayo;130705;4g;entel;4g;"{""area_garant"": 0.9441, ""area_adicio"": 98.5261}";179.1755;0.9441;98.5261;99.945005564854;84.274740267782;San José
La Libertad;Pacasmayo;130705;4g;movistar;4g;"{""area_garant"": 60.2143, ""area_adicio"": 87.5707}";179.1755;60.2143;87.5707;99.945005564854;84.274740267782;San José
La Libertad;Pacasmayo;130705;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";179.1755;0;0;0;0;San José
La Libertad;Pacasmayo;130705;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";179.1755;0;0;0;0;San José
La Libertad;Pacasmayo;130705;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";179.1755;0;0;0;0;San José
La Libertad;Pacasmayo;130705;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";179.1755;0;0;0;0;San José
La Libertad;Pataz;130801;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";338.1579;0;0;73.196385969131;45.008518723338;Tayabamba
La Libertad;Pataz;130801;2g;claro;2g;"{""area_garant"": 32.8406, ""area_adicio"": 59.2056}";338.1579;32.8406;59.2056;73.196385969131;45.008518723338;Tayabamba
La Libertad;Pataz;130801;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 58.8182}";338.1579;0;58.8182;73.196385969131;45.008518723338;Tayabamba
La Libertad;Pataz;130801;2g;movistar;2g;"{""area_garant"": 39.4396, ""area_adicio"": 57.1862}";338.1579;39.4396;57.1862;73.196385969131;45.008518723338;Tayabamba
La Libertad;Pataz;130801;3g;bitel;3g;"{""area_garant"": 42.6082, ""area_adicio"": 73.2352}";338.1579;42.6082;73.2352;86.034103839293;53.18720338168;Tayabamba
La Libertad;Pataz;130801;3g;claro;3g;"{""area_garant"": 32.2069, ""area_adicio"": 71.8832}";338.1579;32.2069;71.8832;86.034103839293;53.18720338168;Tayabamba
La Libertad;Pataz;130801;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 69.8629}";338.1579;0;69.8629;86.034103839293;53.18720338168;Tayabamba
La Libertad;Pataz;130801;3g;movistar;3g;"{""area_garant"": 10.0588, ""area_adicio"": 36.2139}";338.1579;10.0588;36.2139;86.034103839293;53.18720338168;Tayabamba
La Libertad;Pataz;130801;4g;bitel;4g;"{""area_garant"": 37.6978, ""area_adicio"": 77.5517}";338.1579;37.6978;77.5517;87.931525796944;39.841780477779;Tayabamba
La Libertad;Pataz;130801;4g;claro;4g;"{""area_garant"": 21.644, ""area_adicio"": 69.2187}";338.1579;21.644;69.2187;87.931525796944;39.841780477779;Tayabamba
La Libertad;Pataz;130801;4g;entel;4g;"{""area_garant"": 6.3558, ""area_adicio"": 78.1894}";338.1579;6.3558;78.1894;87.931525796944;39.841780477779;Tayabamba
La Libertad;Pataz;130801;4g;movistar;4g;"{""area_garant"": 0.8973, ""area_adicio"": 53.4655}";338.1579;0.8973;53.4655;87.931525796944;39.841780477779;Tayabamba
La Libertad;Pataz;130801;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";338.1579;0;0;0;0;Tayabamba
La Libertad;Pataz;130801;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";338.1579;0;0;0;0;Tayabamba
La Libertad;Pataz;130801;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";338.1579;0;0;0;0;Tayabamba
La Libertad;Pataz;130801;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";338.1579;0;0;0;0;Tayabamba
La Libertad;Pataz;130802;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;82.679053333333;32.865655426357;Buldibuyo
La Libertad;Pataz;130802;2g;claro;2g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;82.679053333333;32.865655426357;Buldibuyo
La Libertad;Pataz;130802;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;82.679053333333;32.865655426357;Buldibuyo
La Libertad;Pataz;130802;2g;movistar;2g;"{""area_garant"": 32.8657, ""area_adicio"": 82.679}";230.0393;32.8657;82.679;82.679053333333;32.865655426357;Buldibuyo
La Libertad;Pataz;130802;3g;bitel;3g;"{""area_garant"": 61.1364, ""area_adicio"": 75.6489}";230.0393;61.1364;75.6489;75.648810749354;61.136454211886;Buldibuyo
La Libertad;Pataz;130802;3g;claro;3g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;75.648810749354;61.136454211886;Buldibuyo
La Libertad;Pataz;130802;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;75.648810749354;61.136454211886;Buldibuyo
La Libertad;Pataz;130802;3g;movistar;3g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;75.648810749354;61.136454211886;Buldibuyo
La Libertad;Pataz;130802;4g;bitel;4g;"{""area_garant"": 25.5123, ""area_adicio"": 69.539}";230.0393;25.5123;69.539;84.911908217054;28.766192997416;Buldibuyo
La Libertad;Pataz;130802;4g;claro;4g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;84.911908217054;28.766192997416;Buldibuyo
La Libertad;Pataz;130802;4g;entel;4g;"{""area_garant"": 3.2538, ""area_adicio"": 47.5821}";230.0393;3.2538;47.5821;84.911908217054;28.766192997416;Buldibuyo
La Libertad;Pataz;130802;4g;movistar;4g;"{""area_garant"": 0.6211, ""area_adicio"": 48.2752}";230.0393;0.6211;48.2752;84.911908217054;28.766192997416;Buldibuyo
La Libertad;Pataz;130802;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;0;0;Buldibuyo
La Libertad;Pataz;130802;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;0;0;Buldibuyo
La Libertad;Pataz;130802;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;0;0;Buldibuyo
La Libertad;Pataz;130802;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";230.0393;0;0;0;0;Buldibuyo
La Libertad;Pataz;130803;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";308.8529;0;0;97.688639141976;49.047275817777;Chillia
La Libertad;Pataz;130803;2g;claro;2g;"{""area_garant"": 13.8764, ""area_adicio"": 64.7008}";308.8529;13.8764;64.7008;97.688639141976;49.047275817777;Chillia
La Libertad;Pataz;130803;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";308.8529;0;0;97.688639141976;49.047275817777;Chillia
La Libertad;Pataz;130803;2g;movistar;2g;"{""area_garant"": 45.7164, ""area_adicio"": 97.4871}";308.8529;45.7164;97.4871;97.688639141976;49.047275817777;Chillia
La Libertad;Pataz;130803;3g;bitel;3g;"{""area_garant"": 20.843, ""area_adicio"": 46.4869}";308.8529;20.843;46.4869;90.943829636924;24.247106396643;Chillia
La Libertad;Pataz;130803;3g;claro;3g;"{""area_garant"": 6.7686, ""area_adicio"": 74.5432}";308.8529;6.7686;74.5432;90.943829636924;24.247106396643;Chillia
La Libertad;Pataz;130803;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 21.1574}";308.8529;0;21.1574;90.943829636924;24.247106396643;Chillia
La Libertad;Pataz;130803;3g;movistar;3g;"{""area_garant"": 0, ""area_adicio"": 0.2729}";308.8529;0;0.2729;90.943829636924;24.247106396643;Chillia
La Libertad;Pataz;130803;4g;bitel;4g;"{""area_garant"": 36.5278, ""area_adicio"": 87.3109}";308.8529;36.5278;87.3109;97.917931743449;40.965103861963;Chillia
La Libertad;Pataz;130803;4g;claro;4g;"{""area_garant"": 4.2717, ""area_adicio"": 62.5303}";308.8529;4.2717;62.5303;97.917931743449;40.965103861963;Chillia
La Libertad;Pataz;130803;4g;entel;4g;"{""area_garant"": 3.9645, ""area_adicio"": 29.8742}";308.8529;3.9645;29.8742;97.917931743449;40.965103861963;Chillia
La Libertad;Pataz;130803;4g;movistar;4g;"{""area_garant"": 2.5841, ""area_adicio"": 77.717}";308.8529;2.5841;77.717;97.917931743449;40.965103861963;Chillia
La Libertad;Pataz;130803;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";308.8529;0;0;0;0;Chillia
La Libertad;Pataz;130803;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";308.8529;0;0;0;0;Chillia
La Libertad;Pataz;130803;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";308.8529;0;0;0;0;Chillia
La Libertad;Pataz;130803;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";308.8529;0;0;0;0;Chillia
La Libertad;Pataz;130804;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";226.1791;0;0;85.882287942401;51.244774063151;Huancaspata
La Libertad;Pataz;130804;2g;claro;2g;"{""area_garant"": 19.8117, ""area_adicio"": 54.2865}";226.1791;19.8117;54.2865;85.882287942401;51.244774063151;Huancaspata
La Libertad;Pataz;130804;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";226.1791;0;0;85.882287942401;51.244774063151;Huancaspata
La Libertad;Pataz;130804;2g;movistar;2g;"{""area_garant"": 50.3229, ""area_adicio"": 85.8815}";226.1791;50.3229;85.8815;85.882287942401;51.244774063151;Huancaspata
La Libertad;Pataz;130804;3g;bitel;3g;"{""area_garant"": 9.9461, ""area_adicio"": 22.9663}";226.1791;9.9461;22.9663;68.290396148508;20.728809333796;Huancaspata
La Libertad;Pataz;130804;3g;claro;3g;"{""area_garant"": 9.0228, ""area_adicio"": 50.4267}";226.1791;9.0228;50.4267;68.290396148508;20.728809333796;Huancaspata
La Libertad;Pataz;130804;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 60.0019}";226.1791;0;60.0019;68.290396148508;20.728809333796;Huancaspata
La Libertad;Pataz;130804;3g;movistar;3g;"{""area_garant"": 1.7599, ""area_adicio"": 21.6835}";226.1791;1.7599;21.6835;68.290396148508;20.728809333796;Huancaspata
La Libertad;Pataz;130804;4g;bitel;4g;"{""area_garant"": 4.2961, ""area_adicio"": 13.0108}";226.1791;4.2961;13.0108;94.274838133241;13.019804146426;Huancaspata
La Libertad;Pataz;130804;4g;claro;4g;"{""area_garant"": 5.4984, ""area_adicio"": 47.0272}";226.1791;5.4984;47.0272;94.274838133241;13.019804146426;Huancaspata
La Libertad;Pataz;130804;4g;entel;4g;"{""area_garant"": 3.7698, ""area_adicio"": 79.499}";226.1791;3.7698;79.499;94.274838133241;13.019804146426;Huancaspata
La Libertad;Pataz;130804;4g;movistar;4g;"{""area_garant"": 2.1158, ""area_adicio"": 93.9776}";226.1791;2.1158;93.9776;94.274838133241;13.019804146426;Huancaspata
La Libertad;Pataz;130804;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";226.1791;0;0;0;0;Huancaspata
La Libertad;Pataz;130804;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";226.1791;0;0;0;0;Huancaspata
La Libertad;Pataz;130804;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";226.1791;0;0;0;0;Huancaspata
La Libertad;Pataz;130804;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";226.1791;0;0;0;0;Huancaspata
