departamento;provincia;ubigeo;tecnologia_consultada;empresa;tecnologia_operador;info_de_cobertura;area_total_cubierta;area_garantizada;area_adicional;area_total_cubierta_global;area_total_garantizada_global;distrito
Lambayeque;Chiclayo;140109;3g;claro;3g;"{""area_garant"": 50.1483, ""area_adicio"": 75.4087}";212.5376;50.1483;75.4087;93.554373125;86.689312890625;Nueva Arica
Lambayeque;Chiclayo;140109;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 72.2973}";212.5376;0;72.2973;93.554373125;86.689312890625;Nueva Arica
Lambayeque;Chiclayo;140109;3g;movistar;3g;"{""area_garant"": 70.1983, ""area_adicio"": 70.235}";212.5376;70.1983;70.235;93.554373125;86.689312890625;Nueva Arica
Lambayeque;Chiclayo;140109;4g;bitel;4g;"{""area_garant"": 81.9749, ""area_adicio"": 98.6889}";212.5376;81.9749;98.6889;99.965323359375;81.974903046875;Nueva Arica
Lambayeque;Chiclayo;140109;4g;claro;4g;"{""area_garant"": 40.7265, ""area_adicio"": 72.0759}";212.5376;40.7265;72.0759;99.965323359375;81.974903046875;Nueva Arica
Lambayeque;Chiclayo;140109;4g;entel;4g;"{""area_garant"": 0, ""area_adicio"": 75.5551}";212.5376;0;75.5551;99.965323359375;81.974903046875;Nueva Arica
Lambayeque;Chiclayo;140109;4g;movistar;4g;"{""area_garant"": 0, ""area_adicio"": 73.0703}";212.5376;0;73.0703;99.965323359375;81.974903046875;Nueva Arica
Lambayeque;Chiclayo;140109;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";212.5376;0;0;0;0;Nueva Arica
Lambayeque;Chiclayo;140109;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";212.5376;0;0;0;0;Nueva Arica
Lambayeque;Chiclayo;140109;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";212.5376;0;0;0;0;Nueva Arica
Lambayeque;Chiclayo;140109;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";212.5376;0;0;0;0;Nueva Arica
Lambayeque;Chiclayo;140110;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";488.9865;0;0;90.093229857923;72.709923081967;Oyotun
Lambayeque;Chiclayo;140110;2g;claro;2g;"{""area_garant"": 41.0613, ""area_adicio"": 82.5801}";488.9865;41.0613;82.5801;90.093229857923;72.709923081967;Oyotun
Lambayeque;Chiclayo;140110;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 83.1279}";488.9865;0;83.1279;90.093229857923;72.709923081967;Oyotun
Lambayeque;Chiclayo;140110;2g;movistar;2g;"{""area_garant"": 69.8247, ""area_adicio"": 86.8343}";488.9865;69.8247;86.8343;90.093229857923;72.709923081967;Oyotun
Lambayeque;Chiclayo;140110;3g;bitel;3g;"{""area_garant"": 82.3361, ""area_adicio"": 92.5967}";488.9865;82.3361;92.5967;95.669055693989;84.93507273224;Oyotun
Lambayeque;Chiclayo;140110;3g;claro;3g;"{""area_garant"": 14.0763, ""area_adicio"": 80.1398}";488.9865;14.0763;80.1398;95.669055693989;84.93507273224;Oyotun
Lambayeque;Chiclayo;140110;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 88.4627}";488.9865;0;88.4627;95.669055693989;84.93507273224;Oyotun
Lambayeque;Chiclayo;140110;3g;movistar;3g;"{""area_garant"": 13.1594, ""area_adicio"": 71.2432}";488.9865;13.1594;71.2432;95.669055693989;84.93507273224;Oyotun
Lambayeque;Chiclayo;140110;4g;bitel;4g;"{""area_garant"": 76.8063, ""area_adicio"": 93.6933}";488.9865;76.8063;93.6933;96.837490655738;76.816060174863;Oyotun
Lambayeque;Chiclayo;140110;4g;claro;4g;"{""area_garant"": 15.441, ""area_adicio"": 72.5226}";488.9865;15.441;72.5226;96.837490655738;76.816060174863;Oyotun
Lambayeque;Chiclayo;140110;4g;entel;4g;"{""area_garant"": 0, ""area_adicio"": 93.8941}";488.9865;0;93.8941;96.837490655738;76.816060174863;Oyotun
Lambayeque;Chiclayo;140110;4g;movistar;4g;"{""area_garant"": 0, ""area_adicio"": 82.5174}";488.9865;0;82.5174;96.837490655738;76.816060174863;Oyotun
Lambayeque;Chiclayo;140110;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";488.9865;0;0;0;0;Oyotun
Lambayeque;Chiclayo;140110;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";488.9865;0;0;0;0;Oyotun
Lambayeque;Chiclayo;140110;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";488.9865;0;0;0;0;Oyotun
Lambayeque;Chiclayo;140110;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";488.9865;0;0;0;0;Oyotun
Lambayeque;Chiclayo;140111;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";52.5941;0;0;99.999407037154;69.346288672859;Picsi
Lambayeque;Chiclayo;140111;2g;claro;2g;"{""area_garant"": 58.898, ""area_adicio"": 99.3}";52.5941;58.898;99.3;99.999407037154;69.346288672859;Picsi
Lambayeque;Chiclayo;140111;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 98.2686}";52.5941;0;98.2686;99.999407037154;69.346288672859;Picsi
Lambayeque;Chiclayo;140111;2g;movistar;2g;"{""area_garant"": 44.8205, ""area_adicio"": 75.5484}";52.5941;44.8205;75.5484;99.999407037154;69.346288672859;Picsi
Lambayeque;Chiclayo;140111;3g;bitel;3g;"{""area_garant"": 89.9066, ""area_adicio"": 92.4968}";52.5941;89.9066;92.4968;98.947392805416;90.013740144836;Picsi
Lambayeque;Chiclayo;140111;3g;claro;3g;"{""area_garant"": 58.541, ""area_adicio"": 96.445}";52.5941;58.541;96.445;98.947392805416;90.013740144836;Picsi
Lambayeque;Chiclayo;140111;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 98.3099}";52.5941;0;98.3099;98.947392805416;90.013740144836;Picsi
Lambayeque;Chiclayo;140111;3g;movistar;3g;"{""area_garant"": 72.8672, ""area_adicio"": 73.2833}";52.5941;72.8672;73.2833;98.947392805416;90.013740144836;Picsi
Lambayeque;Chiclayo;140111;4g;bitel;4g;"{""area_garant"": 83.6754, ""area_adicio"": 97.5501}";52.5941;83.6754;97.5501;100;89.828373724811;Picsi
Lambayeque;Chiclayo;140111;4g;claro;4g;"{""area_garant"": 26.2066, ""area_adicio"": 89.8514}";52.5941;26.2066;89.8514;100;89.828373724811;Picsi
Lambayeque;Chiclayo;140111;4g;entel;4g;"{""area_garant"": 5.6291, ""area_adicio"": 99.8349}";52.5941;5.6291;99.8349;100;89.828373724811;Picsi
Lambayeque;Chiclayo;140111;4g;movistar;4g;"{""area_garant"": 75.6834, ""area_adicio"": 98.3884}";52.5941;75.6834;98.3884;100;89.828373724811;Picsi
Lambayeque;Chiclayo;140111;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";52.5941;0;0;0;0;Picsi
Lambayeque;Chiclayo;140111;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";52.5941;0;0;0;0;Picsi
Lambayeque;Chiclayo;140111;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";52.5941;0;0;0;0;Picsi
Lambayeque;Chiclayo;140111;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";52.5941;0;0;0;0;Picsi
Lambayeque;Chiclayo;140112;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";66.8812;0;0;100;74.17178505742;Pimentel
Lambayeque;Chiclayo;140112;2g;claro;2g;"{""area_garant"": 26.9677, ""area_adicio"": 99.9985}";66.8812;26.9677;99.9985;100;74.17178505742;Pimentel
Lambayeque;Chiclayo;140112;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 99.9486}";66.8812;0;99.9486;100;74.17178505742;Pimentel
Lambayeque;Chiclayo;140112;2g;movistar;2g;"{""area_garant"": 71.7602, ""area_adicio"": 97.8518}";66.8812;71.7602;97.8518;100;74.17178505742;Pimentel
Lambayeque;Chiclayo;140112;3g;bitel;3g;"{""area_garant"": 88.2984, ""area_adicio"": 98.8216}";66.8812;88.2984;98.8216;100;95.527838057021;Pimentel
Lambayeque;Chiclayo;140112;3g;claro;3g;"{""area_garant"": 25.9416, ""area_adicio"": 99.8899}";66.8812;25.9416;99.8899;100;95.527838057021;Pimentel
Lambayeque;Chiclayo;140112;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 100}";66.8812;0;100;100;95.527838057021;Pimentel
Lambayeque;Chiclayo;140112;3g;movistar;3g;"{""area_garant"": 29.7495, ""area_adicio"": 38.1735}";66.8812;29.7495;38.1735;100;95.527838057021;Pimentel
Lambayeque;Chiclayo;140112;4g;bitel;4g;"{""area_garant"": 91.1523, ""area_adicio"": 99.4852}";66.8812;91.1523;99.4852;100;98.769719691394;Pimentel
Lambayeque;Chiclayo;140112;4g;claro;4g;"{""area_garant"": 18.242, ""area_adicio"": 87.7253}";66.8812;18.242;87.7253;100;98.769719691394;Pimentel
Lambayeque;Chiclayo;140112;4g;entel;4g;"{""area_garant"": 1.7056, ""area_adicio"": 99.715}";66.8812;1.7056;99.715;100;98.769719691394;Pimentel
Lambayeque;Chiclayo;140112;4g;movistar;4g;"{""area_garant"": 94.5418, ""area_adicio"": 100}";66.8812;94.5418;100;100;98.769719691394;Pimentel
Lambayeque;Chiclayo;140112;5g;bitel;5g;"{""area_garant"": 0.7704, ""area_adicio"": 7.1207}";66.8812;0.7704;7.1207;7.5578972863921;0.77043732541125;Pimentel
Lambayeque;Chiclayo;140112;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";66.8812;0;0;7.5578972863921;0.77043732541125;Pimentel
Lambayeque;Chiclayo;140112;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0.4372}";66.8812;0;0.4372;7.5578972863921;0.77043732541125;Pimentel
Lambayeque;Chiclayo;140112;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";66.8812;0;0;7.5578972863921;0.77043732541125;Pimentel
Lambayeque;Chiclayo;140113;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";45.6014;0;0;99.587966810045;83.783763166551;Reque
Lambayeque;Chiclayo;140113;2g;claro;2g;"{""area_garant"": 44.5322, ""area_adicio"": 99.5122}";45.6014;44.5322;99.5122;99.587966810045;83.783763166551;Reque
Lambayeque;Chiclayo;140113;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 98.9237}";45.6014;0;98.9237;99.587966810045;83.783763166551;Reque
Lambayeque;Chiclayo;140113;2g;movistar;2g;"{""area_garant"": 64.3198, ""area_adicio"": 95.1479}";45.6014;64.3198;95.1479;99.587966810045;83.783763166551;Reque
Lambayeque;Chiclayo;140113;3g;bitel;3g;"{""area_garant"": 86.3803, ""area_adicio"": 99.7331}";45.6014;86.3803;99.7331;100;98.733594433551;Reque
Lambayeque;Chiclayo;140113;3g;claro;3g;"{""area_garant"": 35.0651, ""area_adicio"": 98.4243}";45.6014;35.0651;98.4243;100;98.733594433551;Reque
Lambayeque;Chiclayo;140113;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 98.729}";45.6014;0;98.729;100;98.733594433551;Reque
Lambayeque;Chiclayo;140113;3g;movistar;3g;"{""area_garant"": 80.785, ""area_adicio"": 91.29}";45.6014;80.785;91.29;100;98.733594433551;Reque
Lambayeque;Chiclayo;140113;4g;bitel;4g;"{""area_garant"": 98.6013, ""area_adicio"": 100}";45.6014;98.6013;100;100;99.305012334746;Reque
Lambayeque;Chiclayo;140113;4g;claro;4g;"{""area_garant"": 7.8395, ""area_adicio"": 92.6257}";45.6014;7.8395;92.6257;100;99.305012334746;Reque
Lambayeque;Chiclayo;140113;4g;entel;4g;"{""area_garant"": 3.4364, ""area_adicio"": 98.7598}";45.6014;3.4364;98.7598;100;99.305012334746;Reque
Lambayeque;Chiclayo;140113;4g;movistar;4g;"{""area_garant"": 93.2445, ""area_adicio"": 99.609}";45.6014;93.2445;99.609;100;99.305012334746;Reque
Lambayeque;Chiclayo;140113;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";45.6014;0;0;0.72283281674995;0;Reque
Lambayeque;Chiclayo;140113;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";45.6014;0;0;0.72283281674995;0;Reque
Lambayeque;Chiclayo;140113;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0.7228}";45.6014;0;0.7228;0.72283281674995;0;Reque
Lambayeque;Chiclayo;140113;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";45.6014;0;0;0.72283281674995;0;Reque
Lambayeque;Chiclayo;140114;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";14.0022;0;0;100;72.408280464326;Santa Rosa
Lambayeque;Chiclayo;140114;2g;claro;2g;"{""area_garant"": 15.8806, ""area_adicio"": 88.7499}";14.0022;15.8806;88.7499;100;72.408280464326;Santa Rosa
Lambayeque;Chiclayo;140114;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 99.9733}";14.0022;0;99.9733;100;72.408280464326;Santa Rosa
Lambayeque;Chiclayo;140114;2g;movistar;2g;"{""area_garant"": 58.6986, ""area_adicio"": 98.6997}";14.0022;58.6986;98.6997;100;72.408280464326;Santa Rosa
Lambayeque;Chiclayo;140114;3g;bitel;3g;"{""area_garant"": 90.9462, ""area_adicio"": 100}";14.0022;90.9462;100;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;3g;claro;3g;"{""area_garant"": 41.5925, ""area_adicio"": 99.9703}";14.0022;41.5925;99.9703;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 99.9733}";14.0022;0;99.9733;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;3g;movistar;3g;"{""area_garant"": 99.8431, ""area_adicio"": 100}";14.0022;99.8431;100;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;4g;bitel;4g;"{""area_garant"": 99.1875, ""area_adicio"": 100}";14.0022;99.1875;100;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;4g;claro;4g;"{""area_garant"": 30.3373, ""area_adicio"": 96.8009}";14.0022;30.3373;96.8009;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;4g;entel;4g;"{""area_garant"": 1.6316, ""area_adicio"": 100}";14.0022;1.6316;100;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;4g;movistar;4g;"{""area_garant"": 99.2408, ""area_adicio"": 100}";14.0022;99.2408;100;100;100;Santa Rosa
Lambayeque;Chiclayo;140114;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14.0022;0;0;0;0;Santa Rosa
Lambayeque;Chiclayo;140114;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14.0022;0;0;0;0;Santa Rosa
Lambayeque;Chiclayo;140114;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14.0022;0;0;0;0;Santa Rosa
Lambayeque;Chiclayo;140114;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14.0022;0;0;0;0;Santa Rosa
Lambayeque;Chiclayo;140115;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";315.8931;0;0;99.022022439721;42.773699067462;Saña
Lambayeque;Chiclayo;140115;2g;claro;2g;"{""area_garant"": 18.9539, ""area_adicio"": 95.373}";315.8931;18.9539;95.373;99.022022439721;42.773699067462;Saña
Lambayeque;Chiclayo;140115;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 97.6322}";315.8931;0;97.6322;99.022022439721;42.773699067462;Saña
Lambayeque;Chiclayo;140115;2g;movistar;2g;"{""area_garant"": 25.6077, ""area_adicio"": 41.7632}";315.8931;25.6077;41.7632;99.022022439721;42.773699067462;Saña
Lambayeque;Chiclayo;140115;3g;bitel;3g;"{""area_garant"": 64.1751, ""area_adicio"": 91.9765}";315.8931;64.1751;91.9765;98.350129748803;70.826347576241;Saña
Lambayeque;Chiclayo;140115;3g;claro;3g;"{""area_garant"": 14.0102, ""area_adicio"": 91.1726}";315.8931;14.0102;91.1726;98.350129748803;70.826347576241;Saña
Lambayeque;Chiclayo;140115;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 95.5916}";315.8931;0;95.5916;98.350129748803;70.826347576241;Saña
Lambayeque;Chiclayo;140115;3g;movistar;3g;"{""area_garant"": 36.1157, ""area_adicio"": 41.1002}";315.8931;36.1157;41.1002;98.350129748803;70.826347576241;Saña
Lambayeque;Chiclayo;140115;4g;bitel;4g;"{""area_garant"": 91.1562, ""area_adicio"": 99.9071}";315.8931;91.1562;99.9071;99.999273880534;92.5902925649;Saña
Lambayeque;Chiclayo;140115;4g;claro;4g;"{""area_garant"": 7.8759, ""area_adicio"": 77.9723}";315.8931;7.8759;77.9723;99.999273880534;92.5902925649;Saña
Lambayeque;Chiclayo;140115;4g;entel;4g;"{""area_garant"": 3.758, ""area_adicio"": 99.1884}";315.8931;3.758;99.1884;99.999273880534;92.5902925649;Saña
Lambayeque;Chiclayo;140115;4g;movistar;4g;"{""area_garant"": 36.9902, ""area_adicio"": 61.2654}";315.8931;36.9902;61.2654;99.999273880534;92.5902925649;Saña
Lambayeque;Chiclayo;140115;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";315.8931;0;0;0;0;Saña
Lambayeque;Chiclayo;140115;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";315.8931;0;0;0;0;Saña
Lambayeque;Chiclayo;140115;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";315.8931;0;0;0;0;Saña
Lambayeque;Chiclayo;140115;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";315.8931;0;0;0;0;Saña
Lambayeque;Chiclayo;140116;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";165.3085;0;0;99.051235510446;74.542195175641;Cayalti
Lambayeque;Chiclayo;140116;2g;claro;2g;"{""area_garant"": 50.1316, ""area_adicio"": 98.4497}";165.3085;50.1316;98.4497;99.051235510446;74.542195175641;Cayalti
Lambayeque;Chiclayo;140116;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 96.9057}";165.3085;0;96.9057;99.051235510446;74.542195175641;Cayalti
Lambayeque;Chiclayo;140116;2g;movistar;2g;"{""area_garant"": 67.0347, ""area_adicio"": 84.7045}";165.3085;67.0347;84.7045;99.051235510446;74.542195175641;Cayalti
Lambayeque;Chiclayo;140116;3g;bitel;3g;"{""area_garant"": 89.5926, ""area_adicio"": 95.5761}";165.3085;89.5926;95.5761;98.585799710011;91.655223858169;Cayalti
Lambayeque;Chiclayo;140116;3g;claro;3g;"{""area_garant"": 16.6154, ""area_adicio"": 91.9183}";165.3085;16.6154;91.9183;98.585799710011;91.655223858169;Cayalti
Lambayeque;Chiclayo;140116;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 94.4789}";165.3085;0;94.4789;98.585799710011;91.655223858169;Cayalti
Lambayeque;Chiclayo;140116;3g;movistar;3g;"{""area_garant"": 71.2521, ""area_adicio"": 81.2807}";165.3085;71.2521;81.2807;98.585799710011;91.655223858169;Cayalti
Lambayeque;Chiclayo;140116;4g;bitel;4g;"{""area_garant"": 92.4022, ""area_adicio"": 99.0579}";165.3085;92.4022;99.0579;99.334917313649;93.874727443485;Cayalti
Lambayeque;Chiclayo;140116;4g;claro;4g;"{""area_garant"": 7.5006, ""area_adicio"": 78.0651}";165.3085;7.5006;78.0651;99.334917313649;93.874727443485;Cayalti
Lambayeque;Chiclayo;140116;4g;entel;4g;"{""area_garant"": 0.7851, ""area_adicio"": 97.4692}";165.3085;0.7851;97.4692;99.334917313649;93.874727443485;Cayalti
Lambayeque;Chiclayo;140116;4g;movistar;4g;"{""area_garant"": 83.8953, ""area_adicio"": 97.2305}";165.3085;83.8953;97.2305;99.334917313649;93.874727443485;Cayalti
Lambayeque;Chiclayo;140116;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";165.3085;0;0;0;0;Cayalti
Lambayeque;Chiclayo;140116;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";165.3085;0;0;0;0;Cayalti
Lambayeque;Chiclayo;140116;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";165.3085;0;0;0;0;Cayalti
Lambayeque;Chiclayo;140116;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";165.3085;0;0;0;0;Cayalti
Lambayeque;Chiclayo;140117;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";185.0842;0;0;97.268516936802;60.380657814777;Patapo
Lambayeque;Chiclayo;140117;2g;claro;2g;"{""area_garant"": 40.5784, ""area_adicio"": 79.1434}";185.0842;40.5784;79.1434;97.268516936802;60.380657814777;Patapo
Lambayeque;Chiclayo;140117;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 96.8897}";185.0842;0;96.8897;97.268516936802;60.380657814777;Patapo
Lambayeque;Chiclayo;140117;2g;movistar;2g;"{""area_garant"": 47.7636, ""area_adicio"": 75.0269}";185.0842;47.7636;75.0269;97.268516936802;60.380657814777;Patapo
Lambayeque;Chiclayo;140117;3g;bitel;3g;"{""area_garant"": 87.159, ""area_adicio"": 99.9903}";185.0842;87.159;99.9903;99.999627770172;94.811261714437;Patapo
Lambayeque;Chiclayo;140117;3g;claro;3g;"{""area_garant"": 16.2745, ""area_adicio"": 73.5303}";185.0842;16.2745;73.5303;99.999627770172;94.811261714437;Patapo
Lambayeque;Chiclayo;140117;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 99.1935}";185.0842;0;99.1935;99.999627770172;94.811261714437;Patapo
Lambayeque;Chiclayo;140117;3g;movistar;3g;"{""area_garant"": 68.9285, ""area_adicio"": 71.4575}";185.0842;68.9285;71.4575;99.999627770172;94.811261714437;Patapo
Lambayeque;Chiclayo;140117;4g;bitel;4g;"{""area_garant"": 79.6983, ""area_adicio"": 99.466}";185.0842;79.6983;99.466;100;93.548668718809;Patapo
Lambayeque;Chiclayo;140117;4g;claro;4g;"{""area_garant"": 12.5479, ""area_adicio"": 73.2701}";185.0842;12.5479;73.2701;100;93.548668718809;Patapo
Lambayeque;Chiclayo;140117;4g;entel;4g;"{""area_garant"": 0.9838, ""area_adicio"": 97.4199}";185.0842;0.9838;97.4199;100;93.548668718809;Patapo
Lambayeque;Chiclayo;140117;4g;movistar;4g;"{""area_garant"": 74.2783, ""area_adicio"": 93.9082}";185.0842;74.2783;93.9082;100;93.548668718809;Patapo
Lambayeque;Chiclayo;140117;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";185.0842;0;0;0;0;Patapo
Lambayeque;Chiclayo;140117;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";185.0842;0;0;0;0;Patapo
Lambayeque;Chiclayo;140117;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";185.0842;0;0;0;0;Patapo
Lambayeque;Chiclayo;140117;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";185.0842;0;0;0;0;Patapo
Lambayeque;Chiclayo;140118;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";77.1387;0;0;99.73208136041;62.508622287066;Pomalca
Lambayeque;Chiclayo;140118;2g;claro;2g;"{""area_garant"": 53.3038, ""area_adicio"": 99.4276}";77.1387;53.3038;99.4276;99.73208136041;62.508622287066;Pomalca
Lambayeque;Chiclayo;140118;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 96.5813}";77.1387;0;96.5813;99.73208136041;62.508622287066;Pomalca
Lambayeque;Chiclayo;140118;2g;movistar;2g;"{""area_garant"": 57.0632, ""area_adicio"": 91.1371}";77.1387;57.0632;91.1371;99.73208136041;62.508622287066;Pomalca
Lambayeque;Chiclayo;140118;3g;bitel;3g;"{""area_garant"": 90.4018, ""area_adicio"": 97.2826}";77.1387;90.4018;97.2826;99.748016088328;96.663574696372;Pomalca
Lambayeque;Chiclayo;140118;3g;claro;3g;"{""area_garant"": 28.8516, ""area_adicio"": 96.1918}";77.1387;28.8516;96.1918;99.748016088328;96.663574696372;Pomalca
Lambayeque;Chiclayo;140118;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 97.5958}";77.1387;0;97.5958;99.748016088328;96.663574696372;Pomalca
Lambayeque;Chiclayo;140118;3g;movistar;3g;"{""area_garant"": 92.5325, ""area_adicio"": 94.6703}";77.1387;92.5325;94.6703;99.748016088328;96.663574696372;Pomalca
Lambayeque;Chiclayo;140118;4g;bitel;4g;"{""area_garant"": 93.4389, ""area_adicio"": 99.878}";77.1387;93.4389;99.878;99.938985007886;95.957836088328;Pomalca
Lambayeque;Chiclayo;140118;4g;claro;4g;"{""area_garant"": 24.2773, ""area_adicio"": 87.9997}";77.1387;24.2773;87.9997;99.938985007886;95.957836088328;Pomalca
Lambayeque;Chiclayo;140118;4g;entel;4g;"{""area_garant"": 1.6528, ""area_adicio"": 97.1058}";77.1387;1.6528;97.1058;99.938985007886;95.957836088328;Pomalca
Lambayeque;Chiclayo;140118;4g;movistar;4g;"{""area_garant"": 91.9162, ""area_adicio"": 97.5918}";77.1387;91.9162;97.5918;99.938985007886;95.957836088328;Pomalca
Lambayeque;Chiclayo;140118;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";77.1387;0;0;0.56437818217666;0;Pomalca
Lambayeque;Chiclayo;140118;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";77.1387;0;0;0.56437818217666;0;Pomalca
Lambayeque;Chiclayo;140118;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0.5644}";77.1387;0;0.5644;0.56437818217666;0;Pomalca
Lambayeque;Chiclayo;140118;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";77.1387;0;0;0.56437818217666;0;Pomalca
Lambayeque;Chiclayo;140119;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";175.944;0;0;100;67.56964009552;Pucala
Lambayeque;Chiclayo;140119;2g;claro;2g;"{""area_garant"": 7.3237, ""area_adicio"": 78.9222}";175.944;7.3237;78.9222;100;67.56964009552;Pucala
Lambayeque;Chiclayo;140119;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 100}";175.944;0;100;100;67.56964009552;Pucala
Lambayeque;Chiclayo;140119;2g;movistar;2g;"{""area_garant"": 66.3415, ""area_adicio"": 85.5424}";175.944;66.3415;85.5424;100;67.56964009552;Pucala
Lambayeque;Chiclayo;140119;3g;bitel;3g;"{""area_garant"": 83.0804, ""area_adicio"": 91.3901}";175.944;83.0804;91.3901;100;87.433400966568;Pucala
Lambayeque;Chiclayo;140119;3g;claro;3g;"{""area_garant"": 17.9499, ""area_adicio"": 84.1832}";175.944;17.9499;84.1832;100;87.433400966568;Pucala
Lambayeque;Chiclayo;140119;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 98.9647}";175.944;0;98.9647;100;87.433400966568;Pucala
Lambayeque;Chiclayo;140119;3g;movistar;3g;"{""area_garant"": 77.1792, ""area_adicio"": 81.5468}";175.944;77.1792;81.5468;100;87.433400966568;Pucala
Lambayeque;Chiclayo;140119;4g;bitel;4g;"{""area_garant"": 85.4685, ""area_adicio"": 97.3837}";175.944;85.4685;97.3837;100;86.514702808733;Pucala
Lambayeque;Chiclayo;140119;4g;claro;4g;"{""area_garant"": 9.9595, ""area_adicio"": 78.821}";175.944;9.9595;78.821;100;86.514702808733;Pucala
Lambayeque;Chiclayo;140119;4g;entel;4g;"{""area_garant"": 4.8135, ""area_adicio"": 100}";175.944;4.8135;100;100;86.514702808733;Pucala
