departamento;provincia;ubigeo;tecnologia_consultada;empresa;tecnologia_operador;info_de_cobertura;area_total_cubierta;area_garantizada;area_adicional;area_total_cubierta_global;area_total_garantizada_global
Apurímac;Cotabambas;0305XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 0.8657}";2623.0759;0;0.8657;79.884492325729;46.045138288712
Apurímac;Cotabambas;0305XX;2g;movistar;2g;"{""area_garant"": 33.6424, ""area_adicio"": 52.4639}";2623.0759;33.6424;52.4639;79.884492325729;46.045138288712
Apurímac;Cotabambas;0305XX;3g;bitel;3g;"{""area_garant"": 44.6029, ""area_adicio"": 63.7912}";2623.0759;44.6029;63.7912;85.655263808114;55.636870863524
Apurímac;Cotabambas;0305XX;3g;claro;3g;"{""area_garant"": 8.9887, ""area_adicio"": 61.0671}";2623.0759;8.9887;61.0671;85.655263808114;55.636870863524
Apurímac;Cotabambas;0305XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 48.6959}";2623.0759;0;48.6959;85.655263808114;55.636870863524
Apurímac;Cotabambas;0305XX;3g;movistar;3g;"{""area_garant"": 25.8594, ""area_adicio"": 40.6231}";2623.0759;25.8594;40.6231;85.655263808114;55.636870863524
Apurímac;Cotabambas;0305XX;4g;bitel;4g;"{""area_garant"": 38.9685, ""area_adicio"": 63.2857}";2623.0759;38.9685;63.2857;93.121885618189;42.95967070016
Apurímac;Cotabambas;0305XX;4g;claro;4g;"{""area_garant"": 10.936, ""area_adicio"": 53.286}";2623.0759;10.936;53.286;93.121885618189;42.95967070016
Apurímac;Cotabambas;0305XX;4g;entel;4g;"{""area_garant"": 4.4848, ""area_adicio"": 69.6822}";2623.0759;4.4848;69.6822;93.121885618189;42.95967070016
Apurímac;Cotabambas;0305XX;4g;movistar;4g;"{""area_garant"": 1.0635, ""area_adicio"": 62.3249}";2623.0759;1.0635;62.3249;93.121885618189;42.95967070016
Apurímac;Cotabambas;0305XX;5g;bitel;5g;"{""area_garant"": 2.4875, ""area_adicio"": 6.5116}";2623.0759;2.4875;6.5116;6.511612423363;2.4874613307451
Apurímac;Cotabambas;0305XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2623.0759;0;0;6.511612423363;2.4874613307451
Apurímac;Cotabambas;0305XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2623.0759;0;0;6.511612423363;2.4874613307451
Apurímac;Cotabambas;0305XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2623.0759;0;0;6.511612423363;2.4874613307451
Apurímac;Chincheros;0306XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";1507.8893;0;0;96.734343727055;60.332859502262
Apurímac;Chincheros;0306XX;2g;claro;2g;"{""area_garant"": 27.2046, ""area_adicio"": 69.5742}";1507.8893;27.2046;69.5742;96.734343727055;60.332859502262
Apurímac;Chincheros;0306XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 34.2923}";1507.8893;0;34.2923;96.734343727055;60.332859502262
Apurímac;Chincheros;0306XX;2g;movistar;2g;"{""area_garant"": 43.9142, ""area_adicio"": 64.5992}";1507.8893;43.9142;64.5992;96.734343727055;60.332859502262
Apurímac;Chincheros;0306XX;3g;bitel;3g;"{""area_garant"": 53.3657, ""area_adicio"": 75.9221}";1507.8893;53.3657;75.9221;95.146798083326;57.870489744301
Apurímac;Chincheros;0306XX;3g;claro;3g;"{""area_garant"": 8.5512, ""area_adicio"": 71.9677}";1507.8893;8.5512;71.9677;95.146798083326;57.870489744301
Apurímac;Chincheros;0306XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 87.3968}";1507.8893;0;87.3968;95.146798083326;57.870489744301
Apurímac;Chincheros;0306XX;3g;movistar;3g;"{""area_garant"": 7.2451, ""area_adicio"": 35.0943}";1507.8893;7.2451;35.0943;95.146798083326;57.870489744301
Apurímac;Chincheros;0306XX;4g;bitel;4g;"{""area_garant"": 45.0444, ""area_adicio"": 69.5137}";1507.8893;45.0444;69.5137;99.435466496628;49.603179112951
Apurímac;Chincheros;0306XX;4g;claro;4g;"{""area_garant"": 3.7141, ""area_adicio"": 60.8177}";1507.8893;3.7141;60.8177;99.435466496628;49.603179112951
Apurímac;Chincheros;0306XX;4g;entel;4g;"{""area_garant"": 4.7142, ""area_adicio"": 96.3479}";1507.8893;4.7142;96.3479;99.435466496628;49.603179112951
Apurímac;Chincheros;0306XX;4g;movistar;4g;"{""area_garant"": 2.1632, ""area_adicio"": 77.2142}";1507.8893;2.1632;77.2142;99.435466496628;49.603179112951
Apurímac;Chincheros;0306XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";1507.8893;0;0;0;0
Apurímac;Chincheros;0306XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";1507.8893;0;0;0;0
Apurímac;Chincheros;0306XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";1507.8893;0;0;0;0
Apurímac;Chincheros;0306XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";1507.8893;0;0;0;0
Apurímac;Grau;0307XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";2129.9648;0;0;86.255293139407;55.994404056897
Apurímac;Grau;0307XX;2g;claro;2g;"{""area_garant"": 3.2927, ""area_adicio"": 47.2979}";2129.9648;3.2927;47.2979;86.255293139407;55.994404056897
Apurímac;Grau;0307XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 38.688}";2129.9648;0;38.688;86.255293139407;55.994404056897
Apurímac;Grau;0307XX;2g;movistar;2g;"{""area_garant"": 55.3082, ""area_adicio"": 85.3369}";2129.9648;55.3082;85.3369;86.255293139407;55.994404056897
Apurímac;Grau;0307XX;3g;bitel;3g;"{""area_garant"": 26.2673, ""area_adicio"": 39.0111}";2129.9648;26.2673;39.0111;82.420601001647;33.730020997988
Apurímac;Grau;0307XX;3g;claro;3g;"{""area_garant"": 9.5544, ""area_adicio"": 62.7528}";2129.9648;9.5544;62.7528;82.420601001647;33.730020997988
Apurímac;Grau;0307XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 69.3955}";2129.9648;0;69.3955;82.420601001647;33.730020997988
Apurímac;Grau;0307XX;3g;movistar;3g;"{""area_garant"": 13.633, ""area_adicio"": 29.6716}";2129.9648;13.633;29.6716;82.420601001647;33.730020997988
Apurímac;Grau;0307XX;4g;bitel;4g;"{""area_garant"": 15.5645, ""area_adicio"": 24.5483}";2129.9648;15.5645;24.5483;86.003086512075;26.251243573911
Apurímac;Grau;0307XX;4g;claro;4g;"{""area_garant"": 7.1323, ""area_adicio"": 56.3085}";2129.9648;7.1323;56.3085;86.003086512075;26.251243573911
Apurímac;Grau;0307XX;4g;entel;4g;"{""area_garant"": 7.4394, ""area_adicio"": 75.8056}";2129.9648;7.4394;75.8056;86.003086512075;26.251243573911
Apurímac;Grau;0307XX;4g;movistar;4g;"{""area_garant"": 3.1028, ""area_adicio"": 71.8462}";2129.9648;3.1028;71.8462;86.003086512075;26.251243573911
Apurímac;Grau;0307XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2129.9648;0;0;0;0
Apurímac;Grau;0307XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2129.9648;0;0;0;0
Apurímac;Grau;0307XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2129.9648;0;0;0;0
Apurímac;Grau;0307XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";2129.9648;0;0;0;0
Arequipa;Arequipa;0401XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";9622.1284;0;0;99.760622569496;63.738152321404
Arequipa;Arequipa;0401XX;2g;claro;2g;"{""area_garant"": 34.4671, ""area_adicio"": 97.5323}";9622.1284;34.4671;97.5323;99.760622569496;63.738152321404
Arequipa;Arequipa;0401XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 99.0781}";9622.1284;0;99.0781;99.760622569496;63.738152321404
Arequipa;Arequipa;0401XX;2g;movistar;2g;"{""area_garant"": 53.54, ""area_adicio"": 82.1545}";9622.1284;53.54;82.1545;99.760622569496;63.738152321404
Arequipa;Arequipa;0401XX;3g;bitel;3g;"{""area_garant"": 77.8878, ""area_adicio"": 96.8943}";9622.1284;77.8878;96.8943;99.774624672424;82.192015963261
Arequipa;Arequipa;0401XX;3g;claro;3g;"{""area_garant"": 23.7981, ""area_adicio"": 96.0425}";9622.1284;23.7981;96.0425;99.774624672424;82.192015963261
Arequipa;Arequipa;0401XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 99.5374}";9622.1284;0;99.5374;99.774624672424;82.192015963261
Arequipa;Arequipa;0401XX;3g;movistar;3g;"{""area_garant"": 20.0134, ""area_adicio"": 35.6294}";9622.1284;20.0134;35.6294;99.774624672424;82.192015963261
Arequipa;Arequipa;0401XX;4g;bitel;4g;"{""area_garant"": 83.6578, ""area_adicio"": 98.9411}";9622.1284;83.6578;98.9411;99.849592883648;97.632032809747
Arequipa;Arequipa;0401XX;4g;claro;4g;"{""area_garant"": 19.9232, ""area_adicio"": 83.0335}";9622.1284;19.9232;83.0335;99.849592883648;97.632032809747
Arequipa;Arequipa;0401XX;4g;entel;4g;"{""area_garant"": 1.7284, ""area_adicio"": 98.7454}";9622.1284;1.7284;98.7454;99.849592883648;97.632032809747
Arequipa;Arequipa;0401XX;4g;movistar;4g;"{""area_garant"": 91.9513, ""area_adicio"": 98.4256}";9622.1284;91.9513;98.4256;99.849592883648;97.632032809747
Arequipa;Arequipa;0401XX;5g;bitel;5g;"{""area_garant"": 7.7259, ""area_adicio"": 40.754}";9622.1284;7.7259;40.754;76.105486738908;7.8916439011136
Arequipa;Arequipa;0401XX;5g;claro;5g;"{""area_garant"": 0.183, ""area_adicio"": 5.9243}";9622.1284;0.183;5.9243;76.105486738908;7.8916439011136
Arequipa;Arequipa;0401XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 60.6383}";9622.1284;0;60.6383;76.105486738908;7.8916439011136
Arequipa;Arequipa;0401XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";9622.1284;0;0;76.105486738908;7.8916439011136
Arequipa;Camaná;0402XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";3998.4217;0;0;98.575967581853;60.370080607105
Arequipa;Camaná;0402XX;2g;claro;2g;"{""area_garant"": 43.0388, ""area_adicio"": 92.7798}";3998.4217;43.0388;92.7798;98.575967581853;60.370080607105
Arequipa;Camaná;0402XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 83.9712}";3998.4217;0;83.9712;98.575967581853;60.370080607105
Arequipa;Camaná;0402XX;2g;movistar;2g;"{""area_garant"": 45.2105, ""area_adicio"": 92.4438}";3998.4217;45.2105;92.4438;98.575967581853;60.370080607105
Arequipa;Camaná;0402XX;3g;bitel;3g;"{""area_garant"": 72.0724, ""area_adicio"": 90.6468}";3998.4217;72.0724;90.6468;97.185069033338;85.695195988534
Arequipa;Camaná;0402XX;3g;claro;3g;"{""area_garant"": 19.6736, ""area_adicio"": 86.4737}";3998.4217;19.6736;86.4737;97.185069033338;85.695195988534
Arequipa;Camaná;0402XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 83.6798}";3998.4217;0;83.6798;97.185069033338;85.695195988534
Arequipa;Camaná;0402XX;3g;movistar;3g;"{""area_garant"": 43.7954, ""area_adicio"": 64.3795}";3998.4217;43.7954;64.3795;97.185069033338;85.695195988534
Arequipa;Camaná;0402XX;4g;bitel;4g;"{""area_garant"": 69.2066, ""area_adicio"": 83.8769}";3998.4217;69.2066;83.8769;98.83807634544;85.764787962288
Arequipa;Camaná;0402XX;4g;claro;4g;"{""area_garant"": 21.6932, ""area_adicio"": 76.951}";3998.4217;21.6932;76.951;98.83807634544;85.764787962288
Arequipa;Camaná;0402XX;4g;entel;4g;"{""area_garant"": 4.995, ""area_adicio"": 97.9648}";3998.4217;4.995;97.9648;98.83807634544;85.764787962288
Arequipa;Camaná;0402XX;4g;movistar;4g;"{""area_garant"": 45.8173, ""area_adicio"": 90.7263}";3998.4217;45.8173;90.7263;98.83807634544;85.764787962288
Arequipa;Camaná;0402XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3998.4217;0;0;0;0
Arequipa;Camaná;0402XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3998.4217;0;0;0;0
Arequipa;Camaná;0402XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3998.4217;0;0;0;0
Arequipa;Camaná;0402XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3998.4217;0;0;0;0
Arequipa;Caravelí;0403XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";13000.5905;0;0;88.943147388376;50.642136034167
Arequipa;Caravelí;0403XX;2g;claro;2g;"{""area_garant"": 24.8437, ""area_adicio"": 79.8106}";13000.5905;24.8437;79.8106;88.943147388376;50.642136034167
Arequipa;Caravelí;0403XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 52.3705}";13000.5905;0;52.3705;88.943147388376;50.642136034167
Arequipa;Caravelí;0403XX;2g;movistar;2g;"{""area_garant"": 34.7569, ""area_adicio"": 49.346}";13000.5905;34.7569;49.346;88.943147388376;50.642136034167
Arequipa;Caravelí;0403XX;3g;bitel;3g;"{""area_garant"": 71.4132, ""area_adicio"": 83.2977}";13000.5905;71.4132;83.2977;90.429581832374;76.879131239128
Arequipa;Caravelí;0403XX;3g;claro;3g;"{""area_garant"": 16.1916, ""area_adicio"": 75.7867}";13000.5905;16.1916;75.7867;90.429581832374;76.879131239128
Arequipa;Caravelí;0403XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 69.839}";13000.5905;0;69.839;90.429581832374;76.879131239128
Arequipa;Caravelí;0403XX;3g;movistar;3g;"{""area_garant"": 46.7703, ""area_adicio"": 51.1477}";13000.5905;46.7703;51.1477;90.429581832374;76.879131239128
Arequipa;Caravelí;0403XX;4g;bitel;4g;"{""area_garant"": 71.4173, ""area_adicio"": 80.1991}";13000.5905;71.4173;80.1991;90.834379417012;73.058490160132
Arequipa;Caravelí;0403XX;4g;claro;4g;"{""area_garant"": 17.2972, ""area_adicio"": 73.7978}";13000.5905;17.2972;73.7978;90.834379417012;73.058490160132
Arequipa;Caravelí;0403XX;4g;entel;4g;"{""area_garant"": 2.8528, ""area_adicio"": 77.6055}";13000.5905;2.8528;77.6055;90.834379417012;73.058490160132
Arequipa;Caravelí;0403XX;4g;movistar;4g;"{""area_garant"": 46.976, ""area_adicio"": 72.4091}";13000.5905;46.976;72.4091;90.834379417012;73.058490160132
Arequipa;Caravelí;0403XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";13000.5905;0;0;0;0
Arequipa;Caravelí;0403XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";13000.5905;0;0;0;0
Arequipa;Caravelí;0403XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";13000.5905;0;0;0;0
Arequipa;Caravelí;0403XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";13000.5905;0;0;0;0
Arequipa;Castilla;0404XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";6929.8443;0;0;86.520237147838;56.185075974245
Arequipa;Castilla;0404XX;2g;claro;2g;"{""area_garant"": 39.7682, ""area_adicio"": 75.1471}";6929.8443;39.7682;75.1471;86.520237147838;56.185075974245
Arequipa;Castilla;0404XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 59.6229}";6929.8443;0;59.6229;86.520237147838;56.185075974245
Arequipa;Castilla;0404XX;2g;movistar;2g;"{""area_garant"": 44.5264, ""area_adicio"": 54.2088}";6929.8443;44.5264;54.2088;86.520237147838;56.185075974245
Arequipa;Castilla;0404XX;3g;bitel;3g;"{""area_garant"": 59.258, ""area_adicio"": 72.6431}";6929.8443;59.258;72.6431;87.726197823764;65.209860973964
Arequipa;Castilla;0404XX;3g;claro;3g;"{""area_garant"": 11.7883, ""area_adicio"": 80.724}";6929.8443;11.7883;80.724;87.726197823764;65.209860973964
Arequipa;Castilla;0404XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 68.2817}";6929.8443;0;68.2817;87.726197823764;65.209860973964
Arequipa;Castilla;0404XX;3g;movistar;3g;"{""area_garant"": 44.9604, ""area_adicio"": 48.4963}";6929.8443;44.9604;48.4963;87.726197823764;65.209860973964
Arequipa;Castilla;0404XX;4g;bitel;4g;"{""area_garant"": 53.4458, ""area_adicio"": 67.4686}";6929.8443;53.4458;67.4686;90.855060439746;61.025396108643
Arequipa;Castilla;0404XX;4g;claro;4g;"{""area_garant"": 7.6847, ""area_adicio"": 72.1494}";6929.8443;7.6847;72.1494;90.855060439746;61.025396108643
Arequipa;Castilla;0404XX;4g;entel;4g;"{""area_garant"": 3.8303, ""area_adicio"": 77.8995}";6929.8443;3.8303;77.8995;90.855060439746;61.025396108643
Arequipa;Castilla;0404XX;4g;movistar;4g;"{""area_garant"": 38.2573, ""area_adicio"": 62.2223}";6929.8443;38.2573;62.2223;90.855060439746;61.025396108643
Arequipa;Castilla;0404XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6929.8443;0;0;0;0
Arequipa;Castilla;0404XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6929.8443;0;0;0;0
Arequipa;Castilla;0404XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6929.8443;0;0;0;0
Arequipa;Castilla;0404XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6929.8443;0;0;0;0
Arequipa;Caylloma;0405XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";14109.7727;0;0;95.393308609316;29.861536974967
Arequipa;Caylloma;0405XX;2g;claro;2g;"{""area_garant"": 17.2708, ""area_adicio"": 84.5547}";14109.7727;17.2708;84.5547;95.393308609316;29.861536974967
Arequipa;Caylloma;0405XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 71.3836}";14109.7727;0;71.3836;95.393308609316;29.861536974967
Arequipa;Caylloma;0405XX;2g;movistar;2g;"{""area_garant"": 19.5665, ""area_adicio"": 76.4176}";14109.7727;19.5665;76.4176;95.393308609316;29.861536974967
Arequipa;Caylloma;0405XX;3g;bitel;3g;"{""area_garant"": 72.9218, ""area_adicio"": 85.7139}";14109.7727;72.9218;85.7139;93.68803222274;76.745333692055
Arequipa;Caylloma;0405XX;3g;claro;3g;"{""area_garant"": 12.6723, ""area_adicio"": 86.7645}";14109.7727;12.6723;86.7645;93.68803222274;76.745333692055
Arequipa;Caylloma;0405XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 89.8897}";14109.7727;0;89.8897;93.68803222274;76.745333692055
Arequipa;Caylloma;0405XX;3g;movistar;3g;"{""area_garant"": 25.4557, ""area_adicio"": 37.954}";14109.7727;25.4557;37.954;93.68803222274;76.745333692055
Arequipa;Caylloma;0405XX;4g;bitel;4g;"{""area_garant"": 80.0849, ""area_adicio"": 85.1637}";14109.7727;80.0849;85.1637;94.807581986184;83.708548720597
Arequipa;Caylloma;0405XX;4g;claro;4g;"{""area_garant"": 11.4894, ""area_adicio"": 67.7827}";14109.7727;11.4894;67.7827;94.807581986184;83.708548720597
Arequipa;Caylloma;0405XX;4g;entel;4g;"{""area_garant"": 2.2771, ""area_adicio"": 91.7337}";14109.7727;2.2771;91.7337;94.807581986184;83.708548720597
Arequipa;Caylloma;0405XX;4g;movistar;4g;"{""area_garant"": 34.1108, ""area_adicio"": 81.61}";14109.7727;34.1108;81.61;94.807581986184;83.708548720597
Arequipa;Caylloma;0405XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14109.7727;0;0;0;0
Arequipa;Caylloma;0405XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14109.7727;0;0;0;0
Arequipa;Caylloma;0405XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14109.7727;0;0;0;0
Arequipa;Caylloma;0405XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";14109.7727;0;0;0;0
Arequipa;Condesuyos;0406XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";6852.054;0;0;86.653164087488;50.150063276105
Arequipa;Condesuyos;0406XX;2g;claro;2g;"{""area_garant"": 19.6037, ""area_adicio"": 63.0263}";6852.054;19.6037;63.0263;86.653164087488;50.150063276105
Arequipa;Condesuyos;0406XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";6852.054;0;0;86.653164087488;50.150063276105
Arequipa;Condesuyos;0406XX;2g;movistar;2g;"{""area_garant"": 35.4508, ""area_adicio"": 61.0407}";6852.054;35.4508;61.0407;86.653164087488;50.150063276105
Arequipa;Condesuyos;0406XX;3g;bitel;3g;"{""area_garant"": 21.1787, ""area_adicio"": 29.4004}";6852.054;21.1787;29.4004;68.076193414864;28.490335324553
Arequipa;Condesuyos;0406XX;3g;claro;3g;"{""area_garant"": 5.8124, ""area_adicio"": 59.3786}";6852.054;5.8124;59.3786;68.076193414864;28.490335324553
Arequipa;Condesuyos;0406XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 35.203}";6852.054;0;35.203;68.076193414864;28.490335324553
Arequipa;Condesuyos;0406XX;3g;movistar;3g;"{""area_garant"": 6.0837, ""area_adicio"": 15.1583}";6852.054;6.0837;15.1583;68.076193414864;28.490335324553
Arequipa;Condesuyos;0406XX;4g;bitel;4g;"{""area_garant"": 21.0492, ""area_adicio"": 27.6685}";6852.054;21.0492;27.6685;78.263935112888;28.993540145814
Arequipa;Condesuyos;0406XX;4g;claro;4g;"{""area_garant"": 2.3841, ""area_adicio"": 55.8236}";6852.054;2.3841;55.8236;78.263935112888;28.993540145814
Arequipa;Condesuyos;0406XX;4g;entel;4g;"{""area_garant"": 5.7367, ""area_adicio"": 56.7929}";6852.054;5.7367;56.7929;78.263935112888;28.993540145814
Arequipa;Condesuyos;0406XX;4g;movistar;4g;"{""area_garant"": 9.3713, ""area_adicio"": 65.6951}";6852.054;9.3713;65.6951;78.263935112888;28.993540145814
Arequipa;Condesuyos;0406XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6852.054;0;0;0;0
Arequipa;Condesuyos;0406XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6852.054;0;0;0;0
Arequipa;Condesuyos;0406XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6852.054;0;0;0;0
Arequipa;Condesuyos;0406XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";6852.054;0;0;0;0
Arequipa;Islay;0407XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";3848.3444;0;0;99.679649525999;42.525474022076
Arequipa;Islay;0407XX;2g;claro;2g;"{""area_garant"": 22.0604, ""area_adicio"": 85.3439}";3848.3444;22.0604;85.3439;99.679649525999;42.525474022076
Arequipa;Islay;0407XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 96.2101}";3848.3444;0;96.2101;99.679649525999;42.525474022076
Arequipa;Islay;0407XX;2g;movistar;2g;"{""area_garant"": 32.794, ""area_adicio"": 58.7108}";3848.3444;32.794;58.7108;99.679649525999;42.525474022076
Arequipa;Islay;0407XX;3g;bitel;3g;"{""area_garant"": 71.7286, ""area_adicio"": 93.6112}";3848.3444;71.7286;93.6112;99.022245790984;90.454266867413
Arequipa;Islay;0407XX;3g;claro;3g;"{""area_garant"": 14.9721, ""area_adicio"": 91.2795}";3848.3444;14.9721;91.2795;99.022245790984;90.454266867413
Arequipa;Islay;0407XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 97.1162}";3848.3444;0;97.1162;99.022245790984;90.454266867413
Arequipa;Islay;0407XX;3g;movistar;3g;"{""area_garant"": 76.3923, ""area_adicio"": 83.3645}";3848.3444;76.3923;83.3645;99.022245790984;90.454266867413
Arequipa;Islay;0407XX;4g;bitel;4g;"{""area_garant"": 85.8551, ""area_adicio"": 95.8714}";3848.3444;85.8551;95.8714;99.272775665406;93.342773889089
Arequipa;Islay;0407XX;4g;claro;4g;"{""area_garant"": 12.9779, ""area_adicio"": 75.9048}";3848.3444;12.9779;75.9048;99.272775665406;93.342773889089
Arequipa;Islay;0407XX;4g;entel;4g;"{""area_garant"": 3.2228, ""area_adicio"": 97.2381}";3848.3444;3.2228;97.2381;99.272775665406;93.342773889089
Arequipa;Islay;0407XX;4g;movistar;4g;"{""area_garant"": 85.7303, ""area_adicio"": 95.3699}";3848.3444;85.7303;95.3699;99.272775665406;93.342773889089
Arequipa;Islay;0407XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3848.3444;0;0;0;0
Arequipa;Islay;0407XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3848.3444;0;0;0;0
Arequipa;Islay;0407XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3848.3444;0;0;0;0
Arequipa;Islay;0407XX;5g;movistar;5g;"{""area_garant"": 0, ""area_adicio"": 0}";3848.3444;0;0;0;0
Arequipa;La;0408XX;2g;bitel;2g;"{""area_garant"": 0, ""area_adicio"": 0}";4895.6632;0;0;79.227328350515;54.611909710431
Arequipa;La;0408XX;2g;claro;2g;"{""area_garant"": 20.8079, ""area_adicio"": 52.9825}";4895.6632;20.8079;52.9825;79.227328350515;54.611909710431
Arequipa;La;0408XX;2g;entel;2g;"{""area_garant"": 0, ""area_adicio"": 21.4436}";4895.6632;0;21.4436;79.227328350515;54.611909710431
Arequipa;La;0408XX;2g;movistar;2g;"{""area_garant"": 41.0338, ""area_adicio"": 65.8721}";4895.6632;41.0338;65.8721;79.227328350515;54.611909710431
Arequipa;La;0408XX;3g;bitel;3g;"{""area_garant"": 47.8867, ""area_adicio"": 62.3395}";4895.6632;47.8867;62.3395;80.496325379018;55.648641843542
Arequipa;La;0408XX;3g;claro;3g;"{""area_garant"": 15.7026, ""area_adicio"": 51.686}";4895.6632;15.7026;51.686;80.496325379018;55.648641843542
Arequipa;La;0408XX;3g;entel;3g;"{""area_garant"": 0, ""area_adicio"": 21.0133}";4895.6632;0;21.0133;80.496325379018;55.648641843542
Arequipa;La;0408XX;3g;movistar;3g;"{""area_garant"": 6.0382, ""area_adicio"": 9.4774}";4895.6632;6.0382;9.4774;80.496325379018;55.648641843542
Arequipa;La;0408XX;4g;bitel;4g;"{""area_garant"": 28.164, ""area_adicio"": 42.3667}";4895.6632;28.164;42.3667;87.181047293814;36.858991055185
Arequipa;La;0408XX;4g;claro;4g;"{""area_garant"": 11.6373, ""area_adicio"": 53.2252}";4895.6632;11.6373;53.2252;87.181047293814;36.858991055185
Arequipa;La;0408XX;4g;entel;4g;"{""area_garant"": 5.9544, ""area_adicio"": 53.7404}";4895.6632;5.9544;53.7404;87.181047293814;36.858991055185
Arequipa;La;0408XX;4g;movistar;4g;"{""area_garant"": 5.182, ""area_adicio"": 50.5883}";4895.6632;5.182;50.5883;87.181047293814;36.858991055185
Arequipa;La;0408XX;5g;bitel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";4895.6632;0;0;0;0
Arequipa;La;0408XX;5g;claro;5g;"{""area_garant"": 0, ""area_adicio"": 0}";4895.6632;0;0;0;0
Arequipa;La;0408XX;5g;entel;5g;"{""area_garant"": 0, ""area_adicio"": 0}";4895.6632;0;0;0;0
